Project  Name,Floor,product_id,Status ,Bedrooms,Bathrooms,View Orientation,Size per m sqaured,Initial Price (posted) in UF Chileno,Initial Price per m squared,Sold Price in UF Chileno,Sold Price per m squared,Region,Date
EDIFICIO DE LA RECOLETA URBANO,13,1304,Sold,2,2,NE,64,2954,46.16,2954,46.16,Santiago,8/23/2019
EDIFICIO DE LA RECOLETA URBANO,13,1305,Sold,1,1,E,24,1020,42.5,1020,42.5,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,13,1306,Sold,1,1,E,35,1569,44.83,1569,44.83,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,13,1307,Sold,1,1,E,35,1663,47.51,1663,47.51,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,13,1308,Sold,1,1,E,35,1424,40.69,1424,40.69,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,13,1309,Sold,1,1,E,35,1473,42.09,1473,42.09,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,13,1310,Sold,2,2,SE,59,2558,43.36,2558,43.36,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,13,1311,Sold,2,2,S,60,2298,38.3,2298,38.3,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,13,1312,Sold,2,2,S,57,2216,38.88,2216,38.88,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,13,1313,Sold,2,2,S,59,2772,46.98,2772,46.98,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,13,1314,Sold,2,2,N,59,2610,44.24,2610,44.24,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,13,1315,Sold,2,2,N,57,2450,42.98,2450,42.98,Santiago,3/14/2019
EDIFICIO PARQUE HIPODROMO,13,1301,Available,2,2,NE,61,3794,62.2,3794,62.2,Santiago,11/1/2022 12:17
EDIFICIO PARQUE HIPODROMO,13,1307,Available,3,2,SW,70,5133,73.33,5133,73.33,Santiago,3/18/2022 19:42
EDIFICIO PARQUE HIPODROMO,13,1308,Sold,2,2,W,58,3483,60.05,3483,60.05,Santiago,9/28/2021
EDIFICIO PARQUE HIPODROMO,13,1309,Sold,3,2,NW,70,3850,55,3850,55,Santiago,2/4/2021
EDIFICIO SAN IGNACIO,13,1301,Sold,3,2,NE,68,3757,55.25,3757,55.25,Santiago,7/6/2019
EDIFICIO SAN IGNACIO,13,1302,Sold,2,1,N,49,3003,61.29,3003,61.29,Santiago,10/7/2020
EDIFICIO SAN IGNACIO,13,1303,Sold,2,2,N,56,3460,61.79,3460,61.79,Santiago,8/23/2019
EDIFICIO SAN IGNACIO,13,1304,Sold,3,2,NW,68,3635,53.46,3635,53.46,Santiago,10/10/2019
EDIFICIO SAN IGNACIO,13,1305,Sold,3,2,SW,68,3696,54.35,3696,54.35,Santiago,10/17/2019
EDIFICIO SAN IGNACIO,13,1306,Sold,2,2,S,55,3375,61.36,3375,61.36,Santiago,4/30/2019
EDIFICIO SAN IGNACIO,13,1307,Sold,2,1,S,47,2980,63.4,2980,63.4,Santiago,4/30/2019
EDIFICIO SAN IGNACIO,13,1308,Sold,3,2,SE,68,3800,55.88,3800,55.88,Santiago,4/27/2021
GRAN PACIFICO IV,13,1301,Available,2,2,NW,60,4000,66.67,4000,66.67,Santiago,5/17/2022 11:55
GRAN PACIFICO IV,13,1302,Available,1,1,W,44,3435,78.07,3435,78.07,Santiago,9/22/2021 14:46
GRAN PACIFICO IV,13,1303,Available,2,2,SW,60,3837,63.95,3837,63.95,Santiago,2/18/2020 9:38
GRAN PACIFICO IV,13,1304,Available,4,3,SE,97,6065,62.53,,,Santiago,
GRAN PACIFICO IV,13,1305,Available,4,3,NE,97,6228,64.21,6228,64.21,Santiago,2/20/2020 21:05
MIRADOR DE LA RECOLETA,13,1301,Sold,3,2,NW,78,3000,38.46,3000,38.46,Santiago,1/9/2019
MIRADOR DE LA RECOLETA,13,1302,Sold,2,2,N,60,2745,45.75,2745,45.75,Santiago,1/9/2019
MIRADOR DE LA RECOLETA,13,1303,Sold,1,1,N,40,2160,54,2160,54,Santiago,1/9/2019
MIRADOR DE LA RECOLETA,13,1304,Sold,2,2,N,60,2948,49.13,2948,49.13,Santiago,1/9/2019
MIRADOR DE LA RECOLETA,13,1305,Sold,3,2,NE,78,3997,51.24,3997,51.24,Santiago,1/9/2019
MIRADOR DE LA RECOLETA,13,1306,Sold,3,2,SE,78,3850,49.36,3850,49.36,Santiago,12/27/2019
MIRADOR DE LA RECOLETA,13,1307,Sold,2,2,S,49,1906,38.9,1906,38.9,Santiago,1/9/2019
MIRADOR DE LA RECOLETA,13,1308,Sold,2,2,S,59,2700,45.76,2700,45.76,Santiago,1/9/2019
MIRADOR DE LA RECOLETA,13,1309,Sold,3,2,SW,78,3528,45.23,3528,45.23,Santiago,1/9/2019
VISTA PACIFICO,13,1301,Available,4,4,N,133,10473,78.74,,,Norte,
VISTA PACIFICO,13,1302,Available,4,3,NW,147,11895,80.92,11895,80.92,Norte,3/24/2022 15:33
VISTA PACIFICO,13,1303,Available,4,3,SW,147,11141,75.79,,,Norte,
VISTA PACIFICO,13,1304,Available,4,4,S,133,9942,74.75,9942,74.75,Norte,3/16/2022 15:27
VISTA PACIFICO,13,1305,Available,4,4,SE,145,10724,73.96,10724,73.96,Norte,3/1/2022 16:52
VISTA PACIFICO,13,1306,Available,4,4,NE,145,11330,78.14,,,Norte,
ARQ. SAN MIGUEL,12,1201,Sold,3,2,NW,87,3016,34.67,3016,34.67,Santiago,2/21/2019
ARQ. SAN MIGUEL,12,1202,Sold,3,2,NE,87,3275,37.64,3275,37.64,Santiago,2/21/2019
ARQ. SAN MIGUEL,12,1203,Sold,2,2,E,73,2678,36.68,2678,36.68,Santiago,2/21/2019
ARQ. SAN MIGUEL,12,1204,Sold,3,2,SE,87,3068,35.26,3068,35.26,Santiago,2/21/2019
ARQ. SAN MIGUEL,12,1205,Sold,3,2,SW,87,2800,32.18,2800,32.18,Santiago,2/21/2019
ARQ. SAN MIGUEL,12,1206,Sold,2,2,W,73,2617,35.85,2617,35.85,Santiago,2/21/2019
CONDOMINIO GRAN PACIFICIO TORRE 4,12,1201,Available,4,3,SE,99,6587,66.54,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,12,1202,Available,2,2,SW,60,4337,72.28,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,12,1203,Available,4,3,NW,105,7413,70.6,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,12,1204,Available,4,3,NE,99,6587,66.54,,,Santiago,
CONDOMINIO GRAN PACÍFICO TORRE 2,12,1201,Sold,3,2,SW,92,5099,55.42,5099,55.42,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,12,1202,Sold,3,2,NW,92,5260,57.17,5260,57.17,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,12,1203,Available,3,2,NE,90,4934,54.82,4934,54.82,Norte,10/26/2022 14:59
CONDOMINIO GRAN PACÍFICO TORRE 2,12,1204,Sold,3,2,SE,90,4493,49.92,4493,49.92,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 3,12,1201,Available,3,2,SW,88,5808,66,5808,66,Norte,10/12/2022 12:22
CONDOMINIO GRAN PACÍFICO TORRE 3,12,1202,Sold,3,2,NW,88,5359,60.9,5359,60.9,Norte,8/13/2021
CONDOMINIO GRAN PACÍFICO TORRE 3,12,1203,Available,3,2,NE,87,5723,65.78,5723,65.78,Norte,5/23/2022 11:03
CONDOMINIO GRAN PACÍFICO TORRE 3,12,1204,Available,3,2,SE,87,5723,65.78,5723,65.78,Norte,9/27/2022 12:37
COSTANERA HUAYQUIQUE ETAPA II,12,1201,Sold,3,2,NENW,99,6233,62.96,6233,62.96,Norte,7/7/2022
COSTANERA HUAYQUIQUE ETAPA II,12,1202,Available,3,2,W,91,6134,67.41,6134,67.41,Norte,10/2/2022 2:06
COSTANERA HUAYQUIQUE ETAPA II,12,1203,Available,3,2,W,91,5988,65.8,5988,65.8,Norte,10/2/2022 2:06
COSTANERA HUAYQUIQUE ETAPA II,12,1204,Sold,4,3,SESW,115,5490,47.74,5490,47.74,Norte,2/27/2019
COSTANERA HUAYQUIQUE ETAPA II,12,1205,Available,1,1,E,43,2880,66.98,2880,66.98,Norte,11/1/2022 18:16
COSTANERA HUAYQUIQUE I,12,1201,Sold,3,2,NW,98,3786,38.63,3786,38.63,Norte,1/29/2019
COSTANERA HUAYQUIQUE I,12,1202,Sold,2,2,W,80,3141,39.26,3141,39.26,Norte,1/29/2019
COSTANERA HUAYQUIQUE I,12,1203,Sold,2,2,W,80,3754,46.93,3754,46.93,Norte,4/11/2019
COSTANERA HUAYQUIQUE I,12,1204,Sold,3,2,SW,98,4401,44.91,4401,44.91,Norte,7/30/2021
EDIFICIO CALICHE,12,1204,Sold,3,2,SW,89,4600,51.69,4600,51.69,Santiago,12/14/2018
EDIFICIO CALICHE,12,1205,Sold,2,2,N,50,2871,57.42,2871,57.42,Santiago,12/14/2018
EDIFICIO CALICHE,12,1210,Sold,2,2,NEW,67,3886,58,3886,58,Santiago,10/25/2021
EDIFICIO CALICHE,12,1211,Sold,3,2,NSE,91,4902,53.87,4902,53.87,Santiago,1/3/2019
EDIFICIO CURIÑANCA,12,1201,Sold,3,2,WSE,72,4280,59.44,4280,59.44,Santiago,1/11/2021
EDIFICIO CURIÑANCA,12,1202,Sold,2,2,W,51,3072,60.24,3072,60.24,Santiago,7/19/2021
EDIFICIO CURIÑANCA,12,1203,Sold,2,1,W,41,2803,68.37,2803,68.37,Santiago,3/29/2021
EDIFICIO CURIÑANCA,12,1204,Sold,3,2,WNE,72,4401,61.13,4401,61.13,Santiago,11/22/2021
EDIFICIO CURIÑANCA,12,1205,Sold,2,2,E,58,3452,59.52,3452,59.52,Santiago,11/4/2020
EDIFICIO CURIÑANCA,12,1206,Sold,2,1,E,45,2950,65.56,2950,65.56,Santiago,9/30/2021
EDIFICIO CURIÑANCA,12,1207,Sold,2,2,E,58,3290,56.72,3290,56.72,Santiago,10/29/2020
EDIFICIO DAVID ARELLANO,12,1201,Available,1,1,W,33,2927,88.7,2927,88.7,Santiago,6/24/2022 23:49
EDIFICIO DAVID ARELLANO,12,1202,Available,2,2,N,57,3670,64.39,3670,64.39,Santiago,6/29/2022 21:33
EDIFICIO DAVID ARELLANO,12,1203,Available,2,2,N,57,3540,62.11,3540,62.11,Santiago,8/3/2022 12:36
EDIFICIO DAVID ARELLANO,12,1204,Available,2,2,N,66,3880,58.79,3880,58.79,Santiago,5/18/2022 17:26
EDIFICIO DAVID ARELLANO,12,1205,Available,2,2,NE,63,3907,62.02,3907,62.02,Santiago,10/15/2022 12:16
EDIFICIO DAVID ARELLANO,12,1206,Available,2,2,SE,52,3258,62.65,3258,62.65,Santiago,9/21/2022 13:31
EDIFICIO DAVID ARELLANO,12,1207,Available,1,1,S,34,2990,87.94,2990,87.94,Santiago,10/11/2022 14:00
EDIFICIO DAVID ARELLANO,12,1211,Promised,3,2,SE-SW,83,5165,62.23,5165,62.23,Santiago,3/2/2020 23:59
EDIFICIO DE LA RECOLETA URBANO,12,1201,Sold,1,1,W,35,1322,37.77,1322,37.77,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1202,Sold,1,1,W,35,1339,38.26,1339,38.26,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1203,Sold,2,2,NW,65,2791,42.94,2791,42.94,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1204,Sold,2,2,NE,64,2790,43.59,2790,43.59,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1205,Sold,1,1,E,24,1068,44.5,1068,44.5,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1206,Sold,1,1,E,35,1538,43.94,1538,43.94,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1207,Sold,1,1,E,35,1758,50.23,1758,50.23,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1208,Sold,1,1,E,35,1842,52.63,1842,52.63,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1209,Sold,1,1,E,35,1458,41.66,1458,41.66,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1210,Sold,2,2,SE,59,2703,45.81,2703,45.81,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1211,Sold,2,2,S,60,2700,45,2700,45,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1212,Sold,2,2,S,57,2168,38.04,2168,38.04,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1213,Sold,2,2,S,59,2228,37.76,2228,37.76,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1214,Sold,2,2,N,59,2450,41.53,2450,41.53,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,12,1215,Sold,2,2,N,57,2069,36.3,2069,36.3,Santiago,3/14/2019
EDIFICIO PARQUE HIPODROMO,12,1207,Available,3,2,SW,70,4928,70.4,4928,70.4,Santiago,10/9/2022 13:54
EDIFICIO PARQUE HIPODROMO,12,1208,Sold,2,2,W,58,3519,60.67,3519,60.67,Santiago,12/1/2021
EDIFICIO SAN CRISTÓBAL,12,1201,Available,3,2,SW,82,5113,62.35,5113,62.35,Santiago,10/30/2022 13:46
EDIFICIO SAN CRISTÓBAL,12,1202,Promised,4,4,SE,155,9533,61.5,9533,61.5,Santiago,8/10/2021 23:59
EDIFICIO SAN CRISTÓBAL,12,1203,Available,2,2,E,60,4103,68.38,4103,68.38,Santiago,10/30/2022 14:12
EDIFICIO SAN CRISTÓBAL,12,1205,Available,3,2,NE,73,4897,67.08,4897,67.08,Santiago,10/31/2022 15:51
EDIFICIO SAN CRISTÓBAL,12,1206,Available,3,2,NW,82,4969,60.6,4969,60.6,Santiago,10/24/2022 11:55
EDIFICIO SAN IGNACIO,12,1201,Sold,3,2,NE,68,3756,55.24,3756,55.24,Santiago,6/17/2019
EDIFICIO SAN IGNACIO,12,1202,Sold,2,1,N,49,2980,60.82,2980,60.82,Santiago,9/13/2019
EDIFICIO SAN IGNACIO,12,1203,Sold,2,2,N,56,3040,54.29,3040,54.29,Santiago,1/15/2019
EDIFICIO SAN IGNACIO,12,1204,Sold,3,2,NW,68,3657,53.78,3657,53.78,Santiago,10/11/2019
EDIFICIO SAN IGNACIO,12,1205,Sold,3,2,SW,68,3680,54.12,3680,54.12,Santiago,11/29/2019
EDIFICIO SAN IGNACIO,12,1206,Sold,2,2,S,55,3005,54.64,3005,54.64,Santiago,3/8/2019
EDIFICIO SAN IGNACIO,12,1207,Sold,2,1,S,47,2980,63.4,2980,63.4,Santiago,7/25/2019
EDIFICIO SAN IGNACIO,12,1208,Sold,3,2,SE,68,3650,53.68,3650,53.68,Santiago,5/9/2019
GRAN PACIFICO IV,12,1201,Available,2,2,NW,60,4000,66.67,4000,66.67,Santiago,4/1/2022 15:41
GRAN PACIFICO IV,12,1202,Available,1,1,W,44,3435,78.07,3435,78.07,Santiago,9/22/2021 14:46
GRAN PACIFICO IV,12,1203,Available,2,2,SW,60,3837,63.95,3837,63.95,Santiago,5/14/2022 14:37
GRAN PACIFICO IV,12,1204,Available,4,3,SE,97,6065,62.53,6065,62.53,Santiago,2/25/2020 17:37
GRAN PACIFICO IV,12,1205,Available,4,3,NE,97,6228,64.21,6228,64.21,Santiago,2/22/2020 9:38
MIRADOR DE LA RECOLETA,12,1201,Sold,3,2,NW,78,3420,43.85,3420,43.85,Santiago,1/7/2019
MIRADOR DE LA RECOLETA,12,1202,Sold,2,2,N,60,2355,39.25,2355,39.25,Santiago,1/7/2019
MIRADOR DE LA RECOLETA,12,1203,Sold,1,1,N,40,2052,51.3,2052,51.3,Santiago,1/7/2019
MIRADOR DE LA RECOLETA,12,1204,Sold,2,2,N,60,2949,49.15,2949,49.15,Santiago,1/7/2019
MIRADOR DE LA RECOLETA,12,1205,Sold,3,2,NE,78,3051,39.12,3051,39.12,Santiago,1/9/2019
MIRADOR DE LA RECOLETA,12,1207,Sold,2,2,S,49,2450,50,2450,50,Santiago,1/9/2019
MIRADOR DE LA RECOLETA,12,1208,Sold,2,2,S,59,2723,46.15,2723,46.15,Santiago,1/9/2019
MIRADOR DE LA RECOLETA,12,1209,Sold,3,2,SW,78,3528,45.23,3528,45.23,Santiago,1/9/2019
VISTA PACIFICO,12,1201,Available,4,4,N,133,10369,77.96,,,Norte,
VISTA PACIFICO,12,1202,Available,4,3,NW,147,11836,80.52,11836,80.52,Norte,4/23/2022 16:50
VISTA PACIFICO,12,1203,Available,4,3,SW,147,11082,75.39,11082,75.39,Norte,3/3/2022 14:48
VISTA PACIFICO,12,1204,Available,4,4,S,133,9844,74.02,,,Norte,
VISTA PACIFICO,12,1205,Available,4,4,SE,145,10665,73.55,10665,73.55,Norte,3/10/2022 13:47
VISTA PACIFICO,12,1206,Available,4,4,NE,145,11224,77.41,,,Norte,
ARQ. SAN MIGUEL,11,1101,Sold,3,2,NW,87,2871,33,2871,33,Santiago,2/20/2019
ARQ. SAN MIGUEL,11,1102,Sold,3,2,NE,87,3106,35.7,3106,35.7,Santiago,2/20/2019
ARQ. SAN MIGUEL,11,1103,Sold,2,2,E,73,2674,36.63,2674,36.63,Santiago,2/20/2019
ARQ. SAN MIGUEL,11,1104,Sold,3,2,SE,87,2870,32.99,2870,32.99,Santiago,2/20/2019
ARQ. SAN MIGUEL,11,1105,Sold,3,2,SW,87,2867,32.95,2867,32.95,Santiago,2/21/2019
ARQ. SAN MIGUEL,11,1106,Sold,2,2,W,73,2450,33.56,2450,33.56,Santiago,2/21/2019
CONDOMINIO GRAN PACIFICIO TORRE 4,11,1101,Available,4,3,SE,99,6565,66.31,6565,66.31,Santiago,9/25/2022 19:02
CONDOMINIO GRAN PACIFICIO TORRE 4,11,1102,Available,2,2,SW,60,4315,71.92,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,11,1103,Available,4,3,NW,105,7391,70.39,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,11,1104,Available,4,3,NE,99,6565,66.31,,,Santiago,
CONDOMINIO GRAN PACÍFICO TORRE 2,11,1101,Sold,3,2,SW,92,3720,40.43,3720,40.43,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,11,1102,Sold,3,2,NW,92,4994,54.28,4994,54.28,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,11,1103,Available,3,2,NE,90,4934,54.82,4934,54.82,Norte,9/3/2022 13:21
CONDOMINIO GRAN PACÍFICO TORRE 2,11,1104,Sold,3,2,SE,90,4503,50.03,4503,50.03,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 3,11,1101,Available,3,2,SW,88,5787,65.76,5787,65.76,Norte,10/29/2022 14:43
CONDOMINIO GRAN PACÍFICO TORRE 3,11,1102,Sold,3,2,NW,88,5226,59.39,5226,59.39,Norte,7/14/2021
CONDOMINIO GRAN PACÍFICO TORRE 3,11,1103,Available,3,2,NE,87,5701,65.53,5701,65.53,Norte,10/23/2022 16:52
CONDOMINIO GRAN PACÍFICO TORRE 3,11,1104,Available,3,2,SE,87,5701,65.53,5701,65.53,Norte,5/23/2022 11:03
COSTANERA HUAYQUIQUE ETAPA II,11,1101,Sold,3,2,NENW,99,4837,48.86,4837,48.86,Norte,6/11/2021
COSTANERA HUAYQUIQUE ETAPA II,11,1102,Available,3,2,W,91,5885,64.67,5885,64.67,Norte,10/23/2022 13:04
COSTANERA HUAYQUIQUE ETAPA II,11,1103,Available,3,2,W,91,5949,65.37,5949,65.37,Norte,10/7/2022 21:02
COSTANERA HUAYQUIQUE ETAPA II,11,1104,Sold,4,3,SESW,115,5480,47.65,5480,47.65,Norte,12/27/2018
COSTANERA HUAYQUIQUE ETAPA II,11,1105,Sold,1,1,E,43,2580,60,2580,60,Norte,3/23/2022
COSTANERA HUAYQUIQUE I,11,1101,Sold,3,2,NW,98,3736,38.12,3736,38.12,Norte,7/30/2021
COSTANERA HUAYQUIQUE I,11,1102,Sold,2,2,W,80,3141,39.26,3141,39.26,Norte,1/25/2019
COSTANERA HUAYQUIQUE I,11,1103,Sold,2,2,W,80,3307,41.34,3307,41.34,Norte,1/25/2019
COSTANERA HUAYQUIQUE I,11,1104,Sold,3,2,SW,98,3901,39.81,3901,39.81,Norte,1/25/2019
EDIFICIO CALICHE,11,1104,Sold,3,2,SW,89,4902,55.08,4902,55.08,Santiago,6/5/2019
EDIFICIO CALICHE,11,1105,Sold,2,2,N,50,2943,58.86,2943,58.86,Santiago,12/14/2018
EDIFICIO CALICHE,11,1110,Sold,2,2,NEW,67,3996,59.64,3996,59.64,Santiago,4/9/2019
EDIFICIO CALICHE,11,1111,Sold,3,2,NSE,91,4854,53.34,4854,53.34,Santiago,1/23/2019
EDIFICIO CURIÑANCA,11,1101,Sold,3,2,WSE,72,4280,59.44,4280,59.44,Santiago,4/26/2021
EDIFICIO CURIÑANCA,11,1102,Sold,2,2,W,50,3104,62.08,3104,62.08,Santiago,4/28/2021
EDIFICIO CURIÑANCA,11,1103,Sold,2,1,W,41,2803,68.37,2803,68.37,Santiago,4/26/2021
EDIFICIO CURIÑANCA,11,1104,Sold,3,2,WNE,72,4393,61.01,4393,61.01,Santiago,9/28/2021
EDIFICIO CURIÑANCA,11,1105,Sold,2,2,E,58,3251,56.05,3251,56.05,Santiago,8/12/2020
EDIFICIO CURIÑANCA,11,1106,Sold,2,1,E,45,2950,65.56,2950,65.56,Santiago,8/12/2021
EDIFICIO CURIÑANCA,11,1107,Sold,2,2,E,58,3200,55.17,3200,55.17,Santiago,1/31/2020
EDIFICIO DAVID ARELLANO,11,1101,Available,1,1,W,33,2927,88.7,2927,88.7,Santiago,10/31/2022 17:04
EDIFICIO DAVID ARELLANO,11,1102,Available,2,2,N,57,3691,64.75,3691,64.75,Santiago,9/22/2022 11:30
EDIFICIO DAVID ARELLANO,11,1103,Available,2,2,N,57,3670,64.39,3670,64.39,Santiago,6/29/2022 21:32
EDIFICIO DAVID ARELLANO,11,1104,Available,2,2,N,66,3979,60.29,3979,60.29,Santiago,6/29/2022 21:33
EDIFICIO DAVID ARELLANO,11,1105,Available,2,2,NE,63,3928,62.35,3928,62.35,Santiago,5/4/2022 14:30
EDIFICIO DAVID ARELLANO,11,1106,Promised,2,2,SE,53,3153,59.49,3153,59.49,Santiago,4/28/2022 23:59
EDIFICIO DAVID ARELLANO,11,1107,Promised,1,1,S,34,2635,77.5,2635,77.5,Santiago,3/23/2022 23:59
EDIFICIO DAVID ARELLANO,11,1108,Available,2,2,SE,55,4000,72.73,4000,72.73,Santiago,6/29/2022 21:33
EDIFICIO DAVID ARELLANO,11,1110,Available,2,2,SW,62,4695,75.73,4695,75.73,Santiago,9/23/2022 9:02
EDIFICIO DE LA RECOLETA URBANO,11,1101,Sold,1,1,W,35,1315,37.57,1315,37.57,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,11,1102,Sold,1,1,W,35,1331,38.03,1331,38.03,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,11,1103,Sold,2,2,NW,65,2550,39.23,2550,39.23,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,11,1104,Sold,2,2,NE,64,2835,44.3,2835,44.3,Santiago,12/4/2020
EDIFICIO DE LA RECOLETA URBANO,11,1105,Sold,1,1,E,24,1030,42.92,1030,42.92,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,11,1106,Sold,1,1,E,35,1386,39.6,1386,39.6,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,11,1107,Sold,1,1,E,35,1368,39.09,1368,39.09,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,11,1108,Sold,1,1,E,35,1368,39.09,1368,39.09,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,11,1109,Sold,1,1,E,35,1730,49.43,1730,49.43,Santiago,8/9/2022
EDIFICIO DE LA RECOLETA URBANO,11,1110,Sold,2,2,SE,59,2616,44.34,2616,44.34,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,11,1111,Sold,2,2,S,60,2252,37.53,2252,37.53,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,11,1112,Sold,2,2,S,57,2700,47.37,2700,47.37,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,11,1113,Sold,2,2,S,59,2647,44.86,2647,44.86,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,11,1114,Sold,2,2,N,59,2712,45.97,2712,45.97,Santiago,3/14/2019
EDIFICIO DE LA RECOLETA URBANO,11,1115,Sold,2,2,N,57,2057,36.09,2057,36.09,Santiago,3/14/2019
EDIFICIO PARQUE HIPODROMO,11,1107,Available,3,2,SW,70,3932,56.17,3932,56.17,Santiago,10/19/2022 12:29
EDIFICIO PARQUE HIPODROMO,11,1108,Sold,2,2,W,58,3556,61.31,3556,61.31,Santiago,12/1/2021
EDIFICIO PARQUE HIPODROMO,11,1109,Available,3,2,NW,70,4194,59.91,4194,59.91,Santiago,10/19/2022 12:45
EDIFICIO SAN CRISTÓBAL,11,1101,Available,3,2,SW,82,5124,62.49,5124,62.49,Santiago,10/14/2022 13:16
EDIFICIO SAN CRISTÓBAL,11,1102,Promised,3,2,SE,81,4987,61.57,4987,61.57,Santiago,3/16/2021 23:59
EDIFICIO SAN CRISTÓBAL,11,1103,Promised,2,2,E,60,3980,66.33,3980,66.33,Santiago,8/8/2022 23:59
EDIFICIO SAN CRISTÓBAL,11,1105,Available,3,2,NE,73,4918,67.37,4918,67.37,Santiago,6/13/2022 15:01
EDIFICIO SAN CRISTÓBAL,11,1106,Available,3,2,NW,82,4948,60.34,4948,60.34,Santiago,9/27/2022 15:33
EDIFICIO SAN IGNACIO,11,1101,Sold,3,2,NE,68,3950,58.09,3950,58.09,Santiago,4/28/2021
EDIFICIO SAN IGNACIO,11,1102,Sold,2,1,N,49,2980,60.82,2980,60.82,Santiago,8/23/2019
EDIFICIO SAN IGNACIO,11,1103,Sold,2,2,N,56,3234,57.75,3234,57.75,Santiago,3/17/2019
EDIFICIO SAN IGNACIO,11,1104,Sold,3,2,NW,68,3642,53.56,3642,53.56,Santiago,11/4/2019
EDIFICIO SAN IGNACIO,11,1105,Sold,3,2,SW,68,3554,52.26,3554,52.26,Santiago,8/9/2019
EDIFICIO SAN IGNACIO,11,1106,Sold,2,2,S,55,3005,54.64,3005,54.64,Santiago,2/27/2019
EDIFICIO SAN IGNACIO,11,1107,Sold,2,1,S,47,2659,56.57,2659,56.57,Santiago,12/27/2018
EDIFICIO SAN IGNACIO,11,1108,Sold,3,2,SE,68,3880,57.06,3880,57.06,Santiago,3/17/2020
EdificioTerraza Vivaceta,11,1101,Available,2,2,NE,59,5103,86.49,5103,86.49,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,11,1102,Available,2,1,N,50,3686,73.72,3686,73.72,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,11,1103,Available,2,1,N,50,3686,73.72,3686,73.72,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,11,1104,Available,2,1,N,49,3686,75.22,3686,75.22,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,11,1105,Available,2,1,N,49,3686,75.22,3686,75.22,Santiago,7/13/2022 13:49
EdificioTerraza Vivaceta,11,1106,Available,2,1,N,50,3686,73.72,3686,73.72,Santiago,7/13/2022 13:50
